date.0,date.1,date.2,date.3,date.4,date.5,date.6,date.7,date.8
2037-04-24,24/04/2037,04/24/2037,"24th April, 2037","April 24th, 2037",2037/04/24,"April 24th, 2037",24-04-2037,24 Apr 2037
2097-11-28,28/11/2097,11/28/2097,"28th November, 2097","November 28th, 2097",2097/11/28,"November 28th, 2097",28-11-2097,28 Nov 2097
2001-11-29,29/11/2001,11/29/2001,"29th November, 2001","November 29th, 2001",2001/11/29,"November 29th, 2001",29-11-2001,29 Nov 2001
2022-09-22,22/09/2022,09/22/2022,"22nd September, 2022","September 22nd, 2022",2022/09/22,"September 22nd, 2022",22-09-2022,22 Sep 2022
2046-04-08,08/04/2046,04/08/2046,"8th April, 2046","April 8th, 2046",2046/04/08,"April 8th, 2046",08-04-2046,08 Apr 2046
1948-09-29,29/09/1948,09/29/1948,"29th September, 1948","September 29th, 1948",1948/09/29,"September 29th, 1948",29-09-1948,29 Sep 1948
2062-01-08,08/01/2062,01/08/2062,"8th January, 2062","January 8th, 2062",2062/01/08,"January 8th, 2062",08-01-2062,08 Jan 2062
1935-11-16,16/11/1935,11/16/1935,"16th November, 1935","November 16th, 1935",1935/11/16,"November 16th, 1935",16-11-1935,16 Nov 1935
1960-10-23,23/10/1960,10/23/1960,"23rd October, 1960","October 23rd, 1960",1960/10/23,"October 23rd, 1960",23-10-1960,23 Oct 1960
2008-10-26,26/10/2008,10/26/2008,"26th October, 2008","October 26th, 2008",2008/10/26,"October 26th, 2008",26-10-2008,26 Oct 2008
1939-12-17,17/12/1939,12/17/1939,"17th December, 1939","December 17th, 1939",1939/12/17,"December 17th, 1939",17-12-1939,17 Dec 1939
1955-05-26,26/05/1955,05/26/1955,"26th May, 1955","May 26th, 1955",1955/05/26,"May 26th, 1955",26-05-1955,26 May 1955
2003-01-11,11/01/2003,01/11/2003,"11th January, 2003","January 11th, 2003",2003/01/11,"January 11th, 2003",11-01-2003,11 Jan 2003
2007-08-18,18/08/2007,08/18/2007,"18th August, 2007","August 18th, 2007",2007/08/18,"August 18th, 2007",18-08-2007,18 Aug 2007
1977-01-23,23/01/1977,01/23/1977,"23rd January, 1977","January 23rd, 1977",1977/01/23,"January 23rd, 1977",23-01-1977,23 Jan 1977
1918-02-01,01/02/1918,02/01/1918,"1st February, 1918","February 1st, 1918",1918/02/01,"February 1st, 1918",01-02-1918,01 Feb 1918
1910-11-06,06/11/1910,11/06/1910,"6th November, 1910","November 6th, 1910",1910/11/06,"November 6th, 1910",06-11-1910,06 Nov 1910
1932-07-10,10/07/1932,07/10/1932,"10th July, 1932","July 10th, 1932",1932/07/10,"July 10th, 1932",10-07-1932,10 Jul 1932
1991-12-20,20/12/1991,12/20/1991,"20th December, 1991","December 20th, 1991",1991/12/20,"December 20th, 1991",20-12-1991,20 Dec 1991
1948-08-31,31/08/1948,08/31/1948,"31st August, 1948","August 31st, 1948",1948/08/31,"August 31st, 1948",31-08-1948,31 Aug 1948
1905-07-04,04/07/1905,07/04/1905,"4th July, 1905","July 4th, 1905",1905/07/04,"July 4th, 1905",04-07-1905,04 Jul 1905
1921-09-12,12/09/1921,09/12/1921,"12th September, 1921","September 12th, 1921",1921/09/12,"September 12th, 1921",12-09-1921,12 Sep 1921
2076-01-14,14/01/2076,01/14/2076,"14th January, 2076","January 14th, 2076",2076/01/14,"January 14th, 2076",14-01-2076,14 Jan 2076
2065-11-14,14/11/2065,11/14/2065,"14th November, 2065","November 14th, 2065",2065/11/14,"November 14th, 2065",14-11-2065,14 Nov 2065
1997-06-12,12/06/1997,06/12/1997,"12th June, 1997","June 12th, 1997",1997/06/12,"June 12th, 1997",12-06-1997,12 Jun 1997
2086-01-30,30/01/2086,01/30/2086,"30th January, 2086","January 30th, 2086",2086/01/30,"January 30th, 2086",30-01-2086,30 Jan 2086
2042-12-26,26/12/2042,12/26/2042,"26th December, 2042","December 26th, 2042",2042/12/26,"December 26th, 2042",26-12-2042,26 Dec 2042
1901-04-02,02/04/1901,04/02/1901,"2nd April, 1901","April 2nd, 1901",1901/04/02,"April 2nd, 1901",02-04-1901,02 Apr 1901
1931-08-20,20/08/1931,08/20/1931,"20th August, 1931","August 20th, 1931",1931/08/20,"August 20th, 1931",20-08-1931,20 Aug 1931
1964-09-09,09/09/1964,09/09/1964,"9th September, 1964","September 9th, 1964",1964/09/09,"September 9th, 1964",09-09-1964,09 Sep 1964
1962-04-04,04/04/1962,04/04/1962,"4th April, 1962","April 4th, 1962",1962/04/04,"April 4th, 1962",04-04-1962,04 Apr 1962
1961-12-05,05/12/1961,12/05/1961,"5th December, 1961","December 5th, 1961",1961/12/05,"December 5th, 1961",05-12-1961,05 Dec 1961
2050-07-08,08/07/2050,07/08/2050,"8th July, 2050","July 8th, 2050",2050/07/08,"July 8th, 2050",08-07-2050,08 Jul 2050
2016-07-31,31/07/2016,07/31/2016,"31st July, 2016","July 31st, 2016",2016/07/31,"July 31st, 2016",31-07-2016,31 Jul 2016
1982-05-06,06/05/1982,05/06/1982,"6th May, 1982","May 6th, 1982",1982/05/06,"May 6th, 1982",06-05-1982,06 May 1982
2028-10-19,19/10/2028,10/19/2028,"19th October, 2028","October 19th, 2028",2028/10/19,"October 19th, 2028",19-10-2028,19 Oct 2028
2061-03-18,18/03/2061,03/18/2061,"18th March, 2061","March 18th, 2061",2061/03/18,"March 18th, 2061",18-03-2061,18 Mar 2061
2037-12-15,15/12/2037,12/15/2037,"15th December, 2037","December 15th, 2037",2037/12/15,"December 15th, 2037",15-12-2037,15 Dec 2037
2048-04-01,01/04/2048,04/01/2048,"1st April, 2048","April 1st, 2048",2048/04/01,"April 1st, 2048",01-04-2048,01 Apr 2048
1915-09-06,06/09/1915,09/06/1915,"6th September, 1915","September 6th, 1915",1915/09/06,"September 6th, 1915",06-09-1915,06 Sep 1915
1977-04-25,25/04/1977,04/25/1977,"25th April, 1977","April 25th, 1977",1977/04/25,"April 25th, 1977",25-04-1977,25 Apr 1977
2077-10-09,09/10/2077,10/09/2077,"9th October, 2077","October 9th, 2077",2077/10/09,"October 9th, 2077",09-10-2077,09 Oct 2077
1952-01-19,19/01/1952,01/19/1952,"19th January, 1952","January 19th, 1952",1952/01/19,"January 19th, 1952",19-01-1952,19 Jan 1952
1919-06-22,22/06/1919,06/22/1919,"22nd June, 1919","June 22nd, 1919",1919/06/22,"June 22nd, 1919",22-06-1919,22 Jun 1919
1969-05-09,09/05/1969,05/09/1969,"9th May, 1969","May 9th, 1969",1969/05/09,"May 9th, 1969",09-05-1969,09 May 1969
1979-04-26,26/04/1979,04/26/1979,"26th April, 1979","April 26th, 1979",1979/04/26,"April 26th, 1979",26-04-1979,26 Apr 1979
1995-08-23,23/08/1995,08/23/1995,"23rd August, 1995","August 23rd, 1995",1995/08/23,"August 23rd, 1995",23-08-1995,23 Aug 1995
2060-03-03,03/03/2060,03/03/2060,"3rd March, 2060","March 3rd, 2060",2060/03/03,"March 3rd, 2060",03-03-2060,03 Mar 2060
2051-06-20,20/06/2051,06/20/2051,"20th June, 2051","June 20th, 2051",2051/06/20,"June 20th, 2051",20-06-2051,20 Jun 2051
2052-07-20,20/07/2052,07/20/2052,"20th July, 2052","July 20th, 2052",2052/07/20,"July 20th, 2052",20-07-2052,20 Jul 2052
2095-02-12,12/02/2095,02/12/2095,"12th February, 2095","February 12th, 2095",2095/02/12,"February 12th, 2095",12-02-2095,12 Feb 2095
2079-02-05,05/02/2079,02/05/2079,"5th February, 2079","February 5th, 2079",2079/02/05,"February 5th, 2079",05-02-2079,05 Feb 2079
1997-03-24,24/03/1997,03/24/1997,"24th March, 1997","March 24th, 1997",1997/03/24,"March 24th, 1997",24-03-1997,24 Mar 1997
2037-02-10,10/02/2037,02/10/2037,"10th February, 2037","February 10th, 2037",2037/02/10,"February 10th, 2037",10-02-2037,10 Feb 2037
1941-11-08,08/11/1941,11/08/1941,"8th November, 1941","November 8th, 1941",1941/11/08,"November 8th, 1941",08-11-1941,08 Nov 1941
1987-07-21,21/07/1987,07/21/1987,"21st July, 1987","July 21st, 1987",1987/07/21,"July 21st, 1987",21-07-1987,21 Jul 1987
1996-06-08,08/06/1996,06/08/1996,"8th June, 1996","June 8th, 1996",1996/06/08,"June 8th, 1996",08-06-1996,08 Jun 1996
2065-06-28,28/06/2065,06/28/2065,"28th June, 2065","June 28th, 2065",2065/06/28,"June 28th, 2065",28-06-2065,28 Jun 2065
2047-12-11,11/12/2047,12/11/2047,"11th December, 2047","December 11th, 2047",2047/12/11,"December 11th, 2047",11-12-2047,11 Dec 2047
2001-12-15,15/12/2001,12/15/2001,"15th December, 2001","December 15th, 2001",2001/12/15,"December 15th, 2001",15-12-2001,15 Dec 2001
1903-09-27,27/09/1903,09/27/1903,"27th September, 1903","September 27th, 1903",1903/09/27,"September 27th, 1903",27-09-1903,27 Sep 1903
1948-11-15,15/11/1948,11/15/1948,"15th November, 1948","November 15th, 1948",1948/11/15,"November 15th, 1948",15-11-1948,15 Nov 1948
2061-08-28,28/08/2061,08/28/2061,"28th August, 2061","August 28th, 2061",2061/08/28,"August 28th, 2061",28-08-2061,28 Aug 2061
1920-02-20,20/02/1920,02/20/1920,"20th February, 1920","February 20th, 1920",1920/02/20,"February 20th, 1920",20-02-1920,20 Feb 1920
1908-09-28,28/09/1908,09/28/1908,"28th September, 1908","September 28th, 1908",1908/09/28,"September 28th, 1908",28-09-1908,28 Sep 1908
1994-09-13,13/09/1994,09/13/1994,"13th September, 1994","September 13th, 1994",1994/09/13,"September 13th, 1994",13-09-1994,13 Sep 1994
2056-03-16,16/03/2056,03/16/2056,"16th March, 2056","March 16th, 2056",2056/03/16,"March 16th, 2056",16-03-2056,16 Mar 2056
1903-03-06,06/03/1903,03/06/1903,"6th March, 1903","March 6th, 1903",1903/03/06,"March 6th, 1903",06-03-1903,06 Mar 1903
1978-03-30,30/03/1978,03/30/1978,"30th March, 1978","March 30th, 1978",1978/03/30,"March 30th, 1978",30-03-1978,30 Mar 1978
2076-01-17,17/01/2076,01/17/2076,"17th January, 2076","January 17th, 2076",2076/01/17,"January 17th, 2076",17-01-2076,17 Jan 2076
1904-03-11,11/03/1904,03/11/1904,"11th March, 1904","March 11th, 1904",1904/03/11,"March 11th, 1904",11-03-1904,11 Mar 1904
2056-08-23,23/08/2056,08/23/2056,"23rd August, 2056","August 23rd, 2056",2056/08/23,"August 23rd, 2056",23-08-2056,23 Aug 2056
1932-12-28,28/12/1932,12/28/1932,"28th December, 1932","December 28th, 1932",1932/12/28,"December 28th, 1932",28-12-1932,28 Dec 1932
2065-10-24,24/10/2065,10/24/2065,"24th October, 2065","October 24th, 2065",2065/10/24,"October 24th, 2065",24-10-2065,24 Oct 2065
2016-08-19,19/08/2016,08/19/2016,"19th August, 2016","August 19th, 2016",2016/08/19,"August 19th, 2016",19-08-2016,19 Aug 2016
1910-05-02,02/05/1910,05/02/1910,"2nd May, 1910","May 2nd, 1910",1910/05/02,"May 2nd, 1910",02-05-1910,02 May 1910
2009-10-27,27/10/2009,10/27/2009,"27th October, 2009","October 27th, 2009",2009/10/27,"October 27th, 2009",27-10-2009,27 Oct 2009
2076-10-16,16/10/2076,10/16/2076,"16th October, 2076","October 16th, 2076",2076/10/16,"October 16th, 2076",16-10-2076,16 Oct 2076
2021-09-10,10/09/2021,09/10/2021,"10th September, 2021","September 10th, 2021",2021/09/10,"September 10th, 2021",10-09-2021,10 Sep 2021
1987-11-12,12/11/1987,11/12/1987,"12th November, 1987","November 12th, 1987",1987/11/12,"November 12th, 1987",12-11-1987,12 Nov 1987
2074-11-17,17/11/2074,11/17/2074,"17th November, 2074","November 17th, 2074",2074/11/17,"November 17th, 2074",17-11-2074,17 Nov 2074
1920-06-04,04/06/1920,06/04/1920,"4th June, 1920","June 4th, 1920",1920/06/04,"June 4th, 1920",04-06-1920,04 Jun 1920
1949-11-02,02/11/1949,11/02/1949,"2nd November, 1949","November 2nd, 1949",1949/11/02,"November 2nd, 1949",02-11-1949,02 Nov 1949
2026-10-04,04/10/2026,10/04/2026,"4th October, 2026","October 4th, 2026",2026/10/04,"October 4th, 2026",04-10-2026,04 Oct 2026
1993-12-25,25/12/1993,12/25/1993,"25th December, 1993","December 25th, 1993",1993/12/25,"December 25th, 1993",25-12-1993,25 Dec 1993
1939-07-04,04/07/1939,07/04/1939,"4th July, 1939","July 4th, 1939",1939/07/04,"July 4th, 1939",04-07-1939,04 Jul 1939
2071-01-05,05/01/2071,01/05/2071,"5th January, 2071","January 5th, 2071",2071/01/05,"January 5th, 2071",05-01-2071,05 Jan 2071
1908-12-19,19/12/1908,12/19/1908,"19th December, 1908","December 19th, 1908",1908/12/19,"December 19th, 1908",19-12-1908,19 Dec 1908
2098-09-25,25/09/2098,09/25/2098,"25th September, 2098","September 25th, 2098",2098/09/25,"September 25th, 2098",25-09-2098,25 Sep 2098
2021-06-06,06/06/2021,06/06/2021,"6th June, 2021","June 6th, 2021",2021/06/06,"June 6th, 2021",06-06-2021,06 Jun 2021
1980-10-18,18/10/1980,10/18/1980,"18th October, 1980","October 18th, 1980",1980/10/18,"October 18th, 1980",18-10-1980,18 Oct 1980
2028-03-17,17/03/2028,03/17/2028,"17th March, 2028","March 17th, 2028",2028/03/17,"March 17th, 2028",17-03-2028,17 Mar 2028
1940-01-29,29/01/1940,01/29/1940,"29th January, 1940","January 29th, 1940",1940/01/29,"January 29th, 1940",29-01-1940,29 Jan 1940
2007-09-12,12/09/2007,09/12/2007,"12th September, 2007","September 12th, 2007",2007/09/12,"September 12th, 2007",12-09-2007,12 Sep 2007
2052-06-26,26/06/2052,06/26/2052,"26th June, 2052","June 26th, 2052",2052/06/26,"June 26th, 2052",26-06-2052,26 Jun 2052
2089-10-07,07/10/2089,10/07/2089,"7th October, 2089","October 7th, 2089",2089/10/07,"October 7th, 2089",07-10-2089,07 Oct 2089
1950-03-15,15/03/1950,03/15/1950,"15th March, 1950","March 15th, 1950",1950/03/15,"March 15th, 1950",15-03-1950,15 Mar 1950
2089-04-29,29/04/2089,04/29/2089,"29th April, 2089","April 29th, 2089",2089/04/29,"April 29th, 2089",29-04-2089,29 Apr 2089
2002-11-12,12/11/2002,11/12/2002,"12th November, 2002","November 12th, 2002",2002/11/12,"November 12th, 2002",12-11-2002,12 Nov 2002
1921-06-28,28/06/1921,06/28/1921,"28th June, 1921","June 28th, 1921",1921/06/28,"June 28th, 1921",28-06-1921,28 Jun 1921
1949-06-08,08/06/1949,06/08/1949,"8th June, 1949","June 8th, 1949",1949/06/08,"June 8th, 1949",08-06-1949,08 Jun 1949
2084-07-24,24/07/2084,07/24/2084,"24th July, 2084","July 24th, 2084",2084/07/24,"July 24th, 2084",24-07-2084,24 Jul 2084
1939-01-26,26/01/1939,01/26/1939,"26th January, 1939","January 26th, 1939",1939/01/26,"January 26th, 1939",26-01-1939,26 Jan 1939
1962-04-18,18/04/1962,04/18/1962,"18th April, 1962","April 18th, 1962",1962/04/18,"April 18th, 1962",18-04-1962,18 Apr 1962
1941-06-06,06/06/1941,06/06/1941,"6th June, 1941","June 6th, 1941",1941/06/06,"June 6th, 1941",06-06-1941,06 Jun 1941
1981-06-14,14/06/1981,06/14/1981,"14th June, 1981","June 14th, 1981",1981/06/14,"June 14th, 1981",14-06-1981,14 Jun 1981
2056-11-23,23/11/2056,11/23/2056,"23rd November, 2056","November 23rd, 2056",2056/11/23,"November 23rd, 2056",23-11-2056,23 Nov 2056
1980-04-25,25/04/1980,04/25/1980,"25th April, 1980","April 25th, 1980",1980/04/25,"April 25th, 1980",25-04-1980,25 Apr 1980
2094-02-16,16/02/2094,02/16/2094,"16th February, 2094","February 16th, 2094",2094/02/16,"February 16th, 2094",16-02-2094,16 Feb 2094
1941-08-14,14/08/1941,08/14/1941,"14th August, 1941","August 14th, 1941",1941/08/14,"August 14th, 1941",14-08-1941,14 Aug 1941
1927-03-10,10/03/1927,03/10/1927,"10th March, 1927","March 10th, 1927",1927/03/10,"March 10th, 1927",10-03-1927,10 Mar 1927
2076-01-05,05/01/2076,01/05/2076,"5th January, 2076","January 5th, 2076",2076/01/05,"January 5th, 2076",05-01-2076,05 Jan 2076
1973-08-22,22/08/1973,08/22/1973,"22nd August, 1973","August 22nd, 1973",1973/08/22,"August 22nd, 1973",22-08-1973,22 Aug 1973
2072-02-05,05/02/2072,02/05/2072,"5th February, 2072","February 5th, 2072",2072/02/05,"February 5th, 2072",05-02-2072,05 Feb 2072
1934-01-10,10/01/1934,01/10/1934,"10th January, 1934","January 10th, 1934",1934/01/10,"January 10th, 1934",10-01-1934,10 Jan 1934
1974-01-06,06/01/1974,01/06/1974,"6th January, 1974","January 6th, 1974",1974/01/06,"January 6th, 1974",06-01-1974,06 Jan 1974
2071-11-17,17/11/2071,11/17/2071,"17th November, 2071","November 17th, 2071",2071/11/17,"November 17th, 2071",17-11-2071,17 Nov 2071
1907-11-18,18/11/1907,11/18/1907,"18th November, 1907","November 18th, 1907",1907/11/18,"November 18th, 1907",18-11-1907,18 Nov 1907
2084-12-10,10/12/2084,12/10/2084,"10th December, 2084","December 10th, 2084",2084/12/10,"December 10th, 2084",10-12-2084,10 Dec 2084
1926-04-04,04/04/1926,04/04/1926,"4th April, 1926","April 4th, 1926",1926/04/04,"April 4th, 1926",04-04-1926,04 Apr 1926
2028-03-25,25/03/2028,03/25/2028,"25th March, 2028","March 25th, 2028",2028/03/25,"March 25th, 2028",25-03-2028,25 Mar 2028
1911-02-13,13/02/1911,02/13/1911,"13th February, 1911","February 13th, 1911",1911/02/13,"February 13th, 1911",13-02-1911,13 Feb 1911
1941-09-06,06/09/1941,09/06/1941,"6th September, 1941","September 6th, 1941",1941/09/06,"September 6th, 1941",06-09-1941,06 Sep 1941
1901-07-16,16/07/1901,07/16/1901,"16th July, 1901","July 16th, 1901",1901/07/16,"July 16th, 1901",16-07-1901,16 Jul 1901
2038-05-04,04/05/2038,05/04/2038,"4th May, 2038","May 4th, 2038",2038/05/04,"May 4th, 2038",04-05-2038,04 May 2038
2058-09-21,21/09/2058,09/21/2058,"21st September, 2058","September 21st, 2058",2058/09/21,"September 21st, 2058",21-09-2058,21 Sep 2058
1962-08-15,15/08/1962,08/15/1962,"15th August, 1962","August 15th, 1962",1962/08/15,"August 15th, 1962",15-08-1962,15 Aug 1962
1968-01-10,10/01/1968,01/10/1968,"10th January, 1968","January 10th, 1968",1968/01/10,"January 10th, 1968",10-01-1968,10 Jan 1968
1934-11-05,05/11/1934,11/05/1934,"5th November, 1934","November 5th, 1934",1934/11/05,"November 5th, 1934",05-11-1934,05 Nov 1934
1951-09-15,15/09/1951,09/15/1951,"15th September, 1951","September 15th, 1951",1951/09/15,"September 15th, 1951",15-09-1951,15 Sep 1951
1901-07-06,06/07/1901,07/06/1901,"6th July, 1901","July 6th, 1901",1901/07/06,"July 6th, 1901",06-07-1901,06 Jul 1901
1940-01-22,22/01/1940,01/22/1940,"22nd January, 1940","January 22nd, 1940",1940/01/22,"January 22nd, 1940",22-01-1940,22 Jan 1940
1974-03-24,24/03/1974,03/24/1974,"24th March, 1974","March 24th, 1974",1974/03/24,"March 24th, 1974",24-03-1974,24 Mar 1974
2050-03-14,14/03/2050,03/14/2050,"14th March, 2050","March 14th, 2050",2050/03/14,"March 14th, 2050",14-03-2050,14 Mar 2050
1989-12-27,27/12/1989,12/27/1989,"27th December, 1989","December 27th, 1989",1989/12/27,"December 27th, 1989",27-12-1989,27 Dec 1989
2047-08-08,08/08/2047,08/08/2047,"8th August, 2047","August 8th, 2047",2047/08/08,"August 8th, 2047",08-08-2047,08 Aug 2047
2000-01-13,13/01/2000,01/13/2000,"13th January, 2000","January 13th, 2000",2000/01/13,"January 13th, 2000",13-01-2000,13 Jan 2000
2084-11-14,14/11/2084,11/14/2084,"14th November, 2084","November 14th, 2084",2084/11/14,"November 14th, 2084",14-11-2084,14 Nov 2084
1958-08-09,09/08/1958,08/09/1958,"9th August, 1958","August 9th, 1958",1958/08/09,"August 9th, 1958",09-08-1958,09 Aug 1958
2031-11-24,24/11/2031,11/24/2031,"24th November, 2031","November 24th, 2031",2031/11/24,"November 24th, 2031",24-11-2031,24 Nov 2031
2085-10-15,15/10/2085,10/15/2085,"15th October, 2085","October 15th, 2085",2085/10/15,"October 15th, 2085",15-10-2085,15 Oct 2085
2084-08-15,15/08/2084,08/15/2084,"15th August, 2084","August 15th, 2084",2084/08/15,"August 15th, 2084",15-08-2084,15 Aug 2084
2060-04-25,25/04/2060,04/25/2060,"25th April, 2060","April 25th, 2060",2060/04/25,"April 25th, 2060",25-04-2060,25 Apr 2060
2076-03-12,12/03/2076,03/12/2076,"12th March, 2076","March 12th, 2076",2076/03/12,"March 12th, 2076",12-03-2076,12 Mar 2076
1934-01-22,22/01/1934,01/22/1934,"22nd January, 1934","January 22nd, 1934",1934/01/22,"January 22nd, 1934",22-01-1934,22 Jan 1934
2014-04-15,15/04/2014,04/15/2014,"15th April, 2014","April 15th, 2014",2014/04/15,"April 15th, 2014",15-04-2014,15 Apr 2014
1966-04-26,26/04/1966,04/26/1966,"26th April, 1966","April 26th, 1966",1966/04/26,"April 26th, 1966",26-04-1966,26 Apr 1966
1996-12-02,02/12/1996,12/02/1996,"2nd December, 1996","December 2nd, 1996",1996/12/02,"December 2nd, 1996",02-12-1996,02 Dec 1996
2005-12-25,25/12/2005,12/25/2005,"25th December, 2005","December 25th, 2005",2005/12/25,"December 25th, 2005",25-12-2005,25 Dec 2005
1930-12-06,06/12/1930,12/06/1930,"6th December, 1930","December 6th, 1930",1930/12/06,"December 6th, 1930",06-12-1930,06 Dec 1930
2004-04-25,25/04/2004,04/25/2004,"25th April, 2004","April 25th, 2004",2004/04/25,"April 25th, 2004",25-04-2004,25 Apr 2004
2032-04-02,02/04/2032,04/02/2032,"2nd April, 2032","April 2nd, 2032",2032/04/02,"April 2nd, 2032",02-04-2032,02 Apr 2032
1983-03-29,29/03/1983,03/29/1983,"29th March, 1983","March 29th, 1983",1983/03/29,"March 29th, 1983",29-03-1983,29 Mar 1983
2064-07-12,12/07/2064,07/12/2064,"12th July, 2064","July 12th, 2064",2064/07/12,"July 12th, 2064",12-07-2064,12 Jul 2064
1928-12-07,07/12/1928,12/07/1928,"7th December, 1928","December 7th, 1928",1928/12/07,"December 7th, 1928",07-12-1928,07 Dec 1928
1960-09-23,23/09/1960,09/23/1960,"23rd September, 1960","September 23rd, 1960",1960/09/23,"September 23rd, 1960",23-09-1960,23 Sep 1960
1956-04-23,23/04/1956,04/23/1956,"23rd April, 1956","April 23rd, 1956",1956/04/23,"April 23rd, 1956",23-04-1956,23 Apr 1956
1973-04-26,26/04/1973,04/26/1973,"26th April, 1973","April 26th, 1973",1973/04/26,"April 26th, 1973",26-04-1973,26 Apr 1973
2013-06-27,27/06/2013,06/27/2013,"27th June, 2013","June 27th, 2013",2013/06/27,"June 27th, 2013",27-06-2013,27 Jun 2013
2098-11-09,09/11/2098,11/09/2098,"9th November, 2098","November 9th, 2098",2098/11/09,"November 9th, 2098",09-11-2098,09 Nov 2098
1970-05-12,12/05/1970,05/12/1970,"12th May, 1970","May 12th, 1970",1970/05/12,"May 12th, 1970",12-05-1970,12 May 1970
1946-09-07,07/09/1946,09/07/1946,"7th September, 1946","September 7th, 1946",1946/09/07,"September 7th, 1946",07-09-1946,07 Sep 1946
1955-05-06,06/05/1955,05/06/1955,"6th May, 1955","May 6th, 1955",1955/05/06,"May 6th, 1955",06-05-1955,06 May 1955
